,file,correct,smiling,label,smileval,s1,s2
0,file0001.jpg,1.0,1.0,1.0,0.5257142857142857,0.48,0.5714285714285714
1,file0002.jpg,1.0,1.0,1.0,1.2214285714285715,1.8,0.6428571428571429
2,file0003.jpg,1.0,1.0,1.0,1.6,2.0,1.2
3,file0004.jpg,1.0,1.0,1.0,1.0416666666666665,1.0833333333333333,1.0
4,file0005.jpg,1.0,1.0,1.0,1.3529411764705883,2.0,0.7058823529411765
5,file0006.jpg,1.0,1.0,1.0,0.7791666666666667,0.85,0.7083333333333334
6,file0007.jpg,1.0,1.0,1.0,0.9236111111111112,1.0555555555555556,0.7916666666666666
7,file0008.jpg,1.0,1.0,1.0,0.8999999999999999,1.2,0.6
8,file0009.jpg,1.0,1.0,1.0,0.9126984126984128,1.1111111111111112,0.7142857142857143
9,file0010.jpg,1.0,1.0,1.0,0.9722222222222222,1.0,0.9444444444444444
10,file0011.jpg,1.0,1.0,1.0,1.0388888888888888,1.1333333333333333,0.9444444444444444
11,file0012.jpg,1.0,1.0,1.0,1.6374269005847952,2.2222222222222223,1.0526315789473684
12,file0013.jpg,1.0,1.0,1.0,0.7287784679089027,0.6956521739130435,0.7619047619047619
13,file0014.jpg,1.0,1.0,1.0,0.8695652173913043,1.0,0.7391304347826086
14,file0015.jpg,1.0,1.0,1.0,1.7051282051282053,2.3333333333333335,1.0769230769230769
15,file0016.jpg,1.0,1.0,1.0,1.4134615384615383,1.75,1.0769230769230769
16,file0017.jpg,1.0,1.0,1.0,1.5166666666666666,2.1666666666666665,0.8666666666666667
17,file0018.jpg,0.0,0.0,1.0,0.42647058823529416,0.35294117647058826,0.5
18,file0019.jpg,0.0,0.0,1.0,0.33436532507739936,0.3157894736842105,0.35294117647058826
19,file0020.jpg,1.0,1.0,1.0,1.8333333333333333,2.6666666666666665,1.0
20,file0021.jpg,1.0,1.0,1.0,0.9863636363636363,0.7,1.2727272727272727
21,file0022.jpg,1.0,1.0,1.0,1.0416666666666665,1.0,1.0833333333333333
22,file0023.jpg,1.0,1.0,1.0,0.7417582417582418,0.7142857142857143,0.7692307692307693
23,file0024.jpg,0.0,0.0,1.0,0.49189814814814814,0.3541666666666667,0.6296296296296297
24,file0025.jpg,1.0,1.0,1.0,1.1729323308270676,1.7142857142857142,0.631578947368421
25,file0026.jpg,1.0,1.0,1.0,1.0,1.0,1.0
26,file0027.jpg,1.0,1.0,1.0,0.7944444444444445,0.7222222222222222,0.8666666666666667
27,file0028.jpg,1.0,1.0,1.0,1.0,1.0,1.0
28,file0029.jpg,1.0,1.0,1.0,1.0364372469635628,1.2307692307692308,0.8421052631578947
29,file0030.jpg,1.0,1.0,1.0,0.9117647058823529,0.8235294117647058,1.0
30,file0031.jpg,1.0,1.0,1.0,0.611764705882353,0.4,0.8235294117647058
31,file0032.jpg,1.0,1.0,1.0,1.0714285714285714,1.5,0.6428571428571429
32,file0033.jpg,1.0,1.0,1.0,0.8095238095238095,0.6190476190476191,1.0
33,file0034.jpg,1.0,1.0,1.0,1.7875,2.2,1.375
34,file0035.jpg,1.0,1.0,1.0,1.244047619047619,1.5714285714285714,0.9166666666666666
35,file0036.jpg,1.0,1.0,1.0,0.8724256292906178,0.6578947368421053,1.0869565217391304
36,file0037.jpg,1.0,1.0,1.0,0.8181818181818181,0.6363636363636364,1.0
37,file0038.jpg,1.0,1.0,1.0,0.6416666666666666,0.55,0.7333333333333333
38,file0039.jpg,1.0,1.0,1.0,1.316614420062696,1.9090909090909092,0.7241379310344828
39,file0040.jpg,1.0,1.0,1.0,0.8016666666666666,0.52,1.0833333333333333
40,file0041.jpg,1.0,1.0,1.0,0.7037037037037037,0.4074074074074074,1.0
41,file0042.jpg,1.0,1.0,1.0,0.5929411764705883,0.48,0.7058823529411765
42,file0043.jpg,1.0,1.0,1.0,1.0615384615384615,1.2,0.9230769230769231
